dates,satname,nzd0357-0000,nzd0357-0001,nzd0357-0002,nzd0357-0003,nzd0357-0004,nzd0357-0005,nzd0357-0006,nzd0357-0007,nzd0357-0008,nzd0357-0009,nzd0357-0010,nzd0357-0011,nzd0357-0012,nzd0357-0013,nzd0357-0027,nzd0357-0028,nzd0357-0029,nzd0357-0030,nzd0357-0031,nzd0357-0044,nzd0357-0045,nzd0357-0046,nzd0357-0014,nzd0357-0015,nzd0357-0016,nzd0357-0017,nzd0357-0018,nzd0357-0019,nzd0357-0020,nzd0357-0021,nzd0357-0022,nzd0357-0023,nzd0357-0024,nzd0357-0025,nzd0357-0026,nzd0357-0032,nzd0357-0033,nzd0357-0034,nzd0357-0035,nzd0357-0037,nzd0357-0038,nzd0357-0039,nzd0357-0040,nzd0357-0041,nzd0357-0042,nzd0357-0043,nzd0357-0036,nzd0357-0047,nzd0357-0048,nzd0357-0049,nzd0357-0050,nzd0357-0051,nzd0357-0052,nzd0357-0053,nzd0357-0054,nzd0357-0055,nzd0357-0056,nzd0357-0057,nzd0357-0058,nzd0357-0059,nzd0357-0060,nzd0357-0061,nzd0357-0062,nzd0357-0063,nzd0357-0113,nzd0357-0114,nzd0357-0115,nzd0357-0117,nzd0357-0118,nzd0357-0119,nzd0357-0120,nzd0357-0121,nzd0357-0122,nzd0357-0123,nzd0357-0124,nzd0357-0104,nzd0357-0105,nzd0357-0106,nzd0357-0107,nzd0357-0108,nzd0357-0109,nzd0357-0110,nzd0357-0111,nzd0357-0112,nzd0357-0064,nzd0357-0116,nzd0357-0067,nzd0357-0068,nzd0357-0069,nzd0357-0070,nzd0357-0071,nzd0357-0072,nzd0357-0073,nzd0357-0098,nzd0357-0099,nzd0357-0100,nzd0357-0101,nzd0357-0066,nzd0357-0065,nzd0357-0074,nzd0357-0078,nzd0357-0079,nzd0357-0080,nzd0357-0081,nzd0357-0082,nzd0357-0083,nzd0357-0084,nzd0357-0085,nzd0357-0086,nzd0357-0087,nzd0357-0088,nzd0357-0089,nzd0357-0102,nzd0357-0103
2007-02-06 22:02:11.997000,L5,,,347.48,382.65,302.43,196.17,,,,543.89,517.01,501.50,486.03,462.21,337.47,320.99,317.04,338.50,351.17,290.48,302.36,301.68,450.23,427.67,409.61,400.65,388.85,387.70,388.91,391.55,385.37,379.42,362.93,349.49,345.18,348.19,361.69,337.66,313.77,309.46,301.55,288.10,259.22,248.72,260.25,275.16,309.38,287.54,274.11,264.05,246.55,232.27,213.58,193.54,178.28,168.66,175.14,193.67,177.58,172.36,171.27,172.34,168.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-25 21:57:37.029000,L5,,,361.17,384.29,304.12,206.66,,,,542.43,529.31,505.96,488.64,475.78,329.29,316.65,312.85,344.20,358.40,306.77,311.43,305.14,448.06,432.45,409.98,401.78,388.63,386.25,384.36,394.06,383.75,377.26,361.35,343.67,342.54,348.85,355.10,336.19,322.34,317.09,308.06,287.58,265.69,251.30,265.40,281.92,314.62,294.63,288.50,264.79,242.37,224.01,198.20,185.04,177.51,169.14,174.02,185.90,178.31,176.95,180.45,179.64,166.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:51:46.135000,L5,,,308.33,385.06,302.99,194.63,,,,,,514.20,490.89,466.99,349.55,335.27,333.10,388.36,386.30,319.86,317.42,338.24,449.28,438.05,419.82,403.42,402.43,401.77,402.64,403.50,445.18,397.54,379.17,364.44,360.64,380.03,375.75,358.37,332.45,330.26,355.48,302.73,275.83,260.61,289.63,313.33,329.59,312.09,304.32,286.00,263.80,244.17,223.57,209.61,195.56,194.46,220.88,228.76,207.31,194.70,192.40,190.67,180.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:58:05.346000,L5,,411.70,364.35,390.69,306.10,207.38,,,,542.96,525.00,506.80,494.51,473.60,338.17,325.81,320.28,356.10,368.36,312.93,312.79,304.41,455.64,440.42,420.68,407.01,394.38,390.42,395.83,390.19,388.83,372.63,358.06,346.14,347.80,360.28,362.85,354.15,323.27,320.02,322.10,299.77,268.20,256.54,300.26,316.56,319.55,297.64,283.91,274.59,254.41,234.34,209.63,197.59,193.60,185.67,195.10,214.36,196.79,187.91,182.99,187.86,177.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12 21:57:13.086000,L5,,457.16,372.56,385.99,312.01,210.99,,531.27,528.96,529.65,506.96,488.09,479.64,458.59,333.86,317.38,321.71,347.89,357.60,291.21,294.57,288.71,437.94,423.31,405.17,394.29,390.46,389.20,389.94,389.85,384.50,368.84,355.95,346.45,341.41,355.68,352.10,336.78,317.73,311.77,304.51,293.60,265.33,253.98,263.42,284.38,313.84,282.41,267.84,255.20,237.68,216.48,194.92,183.71,174.89,172.11,172.30,187.18,178.88,173.23,172.41,172.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16 21:57:09.950000,L5,,,375.74,377.88,276.96,174.53,,537.27,534.77,537.27,528.88,512.86,495.28,479.12,336.86,319.81,318.37,352.22,357.04,315.85,310.88,303.24,462.77,445.64,424.00,414.95,403.95,397.42,395.03,385.65,387.73,374.07,356.81,347.93,343.04,352.83,356.30,334.31,313.43,318.96,311.33,293.40,271.13,260.08,277.06,321.05,315.36,297.58,284.68,264.76,243.91,228.37,204.14,191.11,182.97,177.80,189.80,207.03,178.52,177.85,172.90,178.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:57:12.898000,L5,,421.03,382.30,376.23,273.66,188.65,,,,,,507.30,493.41,479.81,365.90,359.29,337.06,381.86,380.67,327.65,332.70,320.51,466.59,456.18,436.17,421.77,417.04,406.69,408.72,414.39,404.53,396.46,383.35,367.25,374.46,378.09,390.67,365.67,345.89,341.87,350.13,314.13,290.24,274.29,326.76,328.11,341.01,316.70,295.95,289.52,268.16,256.50,236.86,218.54,206.75,225.26,228.44,230.57,205.60,201.91,203.39,198.63,188.93,171.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-13 21:55:45.838000,L5,,412.89,396.07,391.90,302.59,197.96,,,,539.98,523.20,496.88,478.12,459.44,323.12,311.51,312.72,340.03,346.72,284.43,293.71,290.01,443.63,432.06,411.51,401.24,394.33,390.01,387.43,379.79,376.34,363.05,351.29,337.87,338.71,348.70,346.77,329.02,310.06,307.64,302.12,277.23,255.21,244.49,255.46,264.92,308.60,284.62,272.01,249.04,234.32,220.22,199.35,189.39,175.74,170.57,169.30,176.09,170.02,169.93,167.33,167.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:09:26.995000,L8,,,378.78,377.83,298.13,203.25,,,,,538.29,508.86,498.57,478.76,344.02,324.47,325.49,348.08,357.29,301.76,303.10,298.22,464.11,460.93,429.16,421.84,407.85,403.60,401.67,394.33,396.02,380.96,368.84,352.42,352.92,359.72,378.71,335.36,315.10,315.69,313.89,295.05,271.61,262.39,316.58,293.86,315.06,293.12,276.78,263.32,250.54,236.26,214.23,201.85,189.25,176.32,191.52,191.36,185.17,184.98,186.66,187.73,173.33,,,,,,,,,,,,,277.13,345.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.21,400.50
2013-05-13 22:09:11.169000,L8,,524.87,401.60,380.66,298.80,198.21,,,,,,517.21,495.19,478.08,347.22,325.70,328.71,356.15,368.97,312.30,318.81,312.08,463.48,454.34,427.26,410.95,410.09,399.75,409.29,399.80,406.76,386.20,379.59,363.34,350.56,369.47,383.27,381.21,337.17,325.55,349.20,303.36,280.61,263.06,312.44,301.83,332.25,303.22,288.83,270.73,257.25,251.27,219.70,218.46,204.66,202.96,192.83,193.16,199.92,187.44,196.34,191.54,185.18,171.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29 22:09:17.297000,L8,,536.26,406.40,385.00,302.55,204.57,,,,,532.41,499.27,485.49,471.43,330.24,320.30,320.22,353.41,353.33,310.35,315.62,309.96,452.69,445.57,422.03,411.95,403.31,390.39,399.11,405.96,397.27,385.55,367.46,354.31,349.83,355.72,364.67,338.90,323.51,321.59,318.36,295.34,271.71,259.47,276.19,291.50,319.42,304.01,287.92,268.55,261.03,237.88,227.44,207.83,182.43,189.00,195.11,200.56,184.01,188.54,177.62,177.38,185.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,,491.55,402.05,384.68,303.22,202.03,,,,540.75,531.11,505.90,490.95,467.43,334.47,319.07,317.78,348.40,358.27,301.67,304.90,300.35,455.75,443.44,418.02,408.02,396.83,393.13,393.61,390.72,388.95,380.79,362.27,351.74,348.97,355.49,358.75,338.32,315.60,313.98,314.48,293.42,267.10,255.60,308.70,286.95,313.39,291.23,279.58,263.90,253.23,230.99,208.81,197.54,181.24,178.11,188.10,192.44,191.10,181.74,180.50,178.89,169.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:09:16.475000,L8,,,378.64,376.11,297.81,192.64,,,,,536.26,497.64,482.78,464.21,422.43,326.55,322.66,372.05,369.56,308.24,306.95,298.67,452.83,434.91,412.87,403.04,394.99,391.67,413.26,398.50,395.36,374.89,365.74,351.57,343.74,359.17,405.83,374.17,314.13,315.44,317.70,290.92,268.63,255.46,311.93,291.83,314.17,290.43,284.46,265.72,252.39,235.17,209.36,195.27,181.40,176.90,191.23,203.47,213.93,216.34,223.67,208.29,227.77,203.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,508.61,528.67,538.72,393.79,324.41,217.57,,,,543.28,530.24,503.12,483.32,458.30,316.64,306.79,302.29,328.70,331.30,274.19,286.42,275.79,442.30,428.22,396.87,383.09,381.21,378.80,371.28,375.34,371.20,360.11,342.38,331.26,330.94,329.17,331.01,313.91,291.00,295.99,287.94,271.42,243.65,235.67,244.16,258.92,295.28,287.13,254.44,255.79,223.91,212.21,195.56,175.12,168.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:08:09.113000,L8,475.68,527.54,535.07,394.32,325.39,216.75,,,,,532.49,506.87,485.13,471.46,318.86,299.30,304.93,388.03,341.06,290.40,283.33,320.57,463.53,439.66,397.74,384.31,406.43,372.06,376.76,371.45,373.22,356.71,348.62,340.95,330.07,342.60,352.26,316.24,299.65,304.61,283.99,267.27,251.53,243.64,266.95,279.27,293.31,308.51,251.32,245.42,225.56,219.46,188.03,177.78,170.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,,,302.13,370.83,299.81,202.73,,,,,,511.45,492.56,471.26,340.59,323.89,319.69,353.34,365.12,315.74,309.52,305.07,457.33,447.47,423.02,410.87,402.19,399.75,395.45,401.72,393.04,381.37,364.32,352.64,345.79,361.43,373.72,341.72,318.72,320.73,320.47,310.26,270.35,262.65,310.40,291.12,312.96,305.39,292.08,278.04,266.48,246.32,231.44,219.63,217.41,213.66,213.47,207.59,204.72,196.56,197.62,204.33,196.89,187.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,,443.68,395.89,380.01,294.56,190.83,,,,,,518.54,498.10,475.99,338.57,322.05,323.97,347.68,364.50,314.19,327.01,312.12,464.41,439.34,413.14,416.14,404.20,394.81,395.73,394.51,392.86,375.72,375.70,356.66,352.66,357.82,361.11,335.74,322.17,314.60,319.43,292.14,279.02,259.42,276.45,293.84,318.65,306.09,295.44,273.84,262.67,249.02,211.70,204.85,198.62,177.70,190.00,194.29,187.83,183.71,188.85,182.37,169.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,529.64,417.55,303.51,378.01,285.20,190.91,,,,,540.23,521.42,510.28,488.89,347.41,327.45,331.22,394.36,385.27,321.58,320.69,312.39,465.13,450.66,430.45,421.93,408.73,402.43,400.08,406.17,400.58,395.39,377.19,367.98,366.30,374.42,377.47,352.46,324.05,321.61,319.87,301.87,277.97,266.62,282.16,307.39,316.46,301.43,298.36,277.44,267.26,242.41,229.71,207.45,203.18,216.02,201.65,214.38,197.62,203.33,193.77,185.40,185.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01 22:06:50.694000,L8,,443.96,398.36,381.74,295.14,196.88,,,,,533.28,504.06,488.35,472.28,343.46,322.53,319.63,349.17,353.27,300.97,310.36,297.99,454.51,435.26,418.96,407.21,399.99,391.01,389.36,392.11,387.42,378.06,358.52,349.47,343.53,357.61,354.91,336.73,314.11,313.71,317.53,293.41,267.78,258.43,270.19,288.80,315.94,298.10,289.38,277.65,254.11,239.04,210.74,196.73,186.22,173.25,189.30,193.43,182.58,181.60,175.51,180.79,168.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03 22:07:01.995000,L8,,432.21,408.65,384.49,301.51,199.12,,,,,,519.98,492.06,470.20,333.37,316.87,320.15,344.92,353.28,304.00,325.28,305.03,457.02,441.33,423.88,420.60,401.08,391.40,401.37,388.65,392.33,376.21,365.35,344.54,346.38,355.21,350.09,332.59,310.98,308.41,315.86,291.80,269.97,257.99,270.18,285.01,313.85,301.96,284.43,261.79,262.39,236.48,207.79,201.14,182.22,173.26,178.90,187.46,182.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04 22:07:14.381000,L8,,495.50,396.80,382.56,301.75,204.29,,,,,538.79,503.42,488.20,468.12,329.46,321.50,317.03,342.01,355.22,304.04,307.33,304.51,454.16,439.17,418.24,407.29,396.96,393.76,391.92,391.52,384.22,376.82,356.07,343.13,343.47,349.88,359.52,328.93,314.40,312.64,306.53,295.75,266.79,254.35,275.44,285.93,309.64,292.96,281.34,263.71,250.84,229.01,207.52,195.51,180.88,174.79,180.10,186.42,177.71,177.30,176.07,176.65,165.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05 22:07:21.754000,L8,,,404.80,378.95,303.77,203.60,,,,,,518.11,493.85,478.54,341.52,320.09,315.19,383.24,367.83,310.99,327.62,307.33,460.38,445.06,429.52,416.62,405.98,391.87,392.69,397.77,387.75,375.19,376.46,348.83,341.13,359.15,353.62,349.21,314.50,319.27,316.78,295.97,271.51,254.24,275.70,295.21,318.96,309.08,289.06,281.83,254.75,245.99,226.44,205.37,192.23,182.23,183.93,199.18,197.09,189.67,189.81,202.86,483.91,538.08,,,,,,,,,,,,,,,,,,,,,241.33,,346.43,,,,,,,,,,,452.08,226.65,,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,,434.75,401.46,377.19,297.16,199.96,,,,,,524.76,505.02,489.12,324.50,328.69,317.35,347.71,390.59,329.75,329.03,318.60,467.25,459.81,444.89,428.04,400.14,416.89,413.18,424.72,411.70,391.13,368.29,339.74,342.83,372.44,368.98,356.94,329.57,337.94,337.97,322.54,265.48,273.93,305.48,317.59,304.70,332.20,301.48,289.95,271.26,257.82,282.23,208.74,220.35,193.74,185.54,213.15,197.61,209.11,182.34,213.00,202.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,420.08,391.20,374.77,272.01,183.72,,,,,,525.15,504.83,486.82,354.86,334.97,322.42,384.94,379.82,321.00,329.97,321.52,470.84,454.29,431.79,413.17,406.87,400.81,402.03,397.23,398.63,376.80,369.43,367.02,350.48,363.03,364.72,349.80,323.13,311.46,345.16,306.19,296.44,290.72,346.68,323.37,317.99,310.36,289.04,268.22,258.67,237.50,210.64,203.47,193.52,171.87,178.51,218.86,210.22,186.07,238.60,235.47,199.61,204.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26 22:07:18.944000,L8,,,421.62,396.88,333.11,224.40,,,,,,517.12,497.62,474.79,331.59,318.59,304.76,327.17,350.86,281.08,291.72,293.41,457.07,450.16,420.33,421.15,403.42,402.31,400.70,396.16,394.27,376.11,357.92,336.23,341.48,339.91,346.86,323.83,307.68,304.60,302.54,274.58,255.71,239.92,251.34,271.88,301.94,284.87,277.37,269.32,250.57,224.40,190.50,180.85,173.80,162.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.98,,,,,,,,,,,,,,
2015-01-11 22:07:16.745000,L8,,413.76,405.23,379.91,301.14,207.09,,,,,532.67,510.84,491.46,467.74,338.02,319.29,314.07,348.97,353.32,294.94,298.07,296.28,455.53,443.56,419.13,409.62,401.22,390.25,393.06,393.80,384.71,376.45,358.80,350.45,332.69,353.20,354.24,333.26,314.14,309.54,310.49,293.25,268.44,257.40,271.44,277.63,311.80,286.86,280.87,272.40,244.60,229.56,207.10,191.98,178.31,176.69,168.50,186.92,174.58,174.46,169.80,169.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27 22:07:11.201000,L8,,,,,325.77,325.55,395.25,451.30,442.91,457.42,427.49,413.09,190.19,396.31,292.49,283.44,279.45,306.77,315.28,244.54,254.34,242.71,362.86,382.17,296.33,257.62,226.29,,351.82,345.55,336.36,329.28,317.18,308.71,301.53,309.46,313.76,286.49,272.57,275.14,260.61,245.42,227.02,222.83,230.75,235.04,270.53,225.76,219.48,213.54,199.88,183.99,167.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12 22:07:03.113000,L8,,,399.61,383.62,311.89,210.75,,,,,538.16,513.01,501.16,479.40,335.58,320.08,320.47,344.69,350.05,292.99,303.41,297.10,457.06,437.93,421.94,409.49,400.60,389.16,394.27,389.87,386.62,376.64,359.36,345.15,343.33,351.79,350.89,330.10,309.62,313.67,308.77,295.95,268.14,259.03,271.93,286.78,313.07,296.27,277.62,267.79,250.42,241.93,210.75,201.08,183.68,171.94,181.07,191.62,183.10,180.71,169.13,171.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:07:00.305000,L8,,,401.71,366.76,295.81,195.66,,,,,,525.23,511.85,486.68,344.05,328.88,328.75,355.82,370.87,314.57,319.93,311.40,470.51,456.16,436.35,422.77,408.52,406.42,404.60,401.46,400.26,382.92,369.45,357.40,354.20,364.52,386.87,349.15,327.85,326.50,323.13,309.22,281.45,269.63,314.88,301.75,321.14,307.13,299.73,279.49,267.68,249.19,225.52,208.42,203.18,209.29,205.79,205.51,200.11,192.60,194.32,196.43,188.06,168.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:06:37.659000,L8,,,395.34,375.96,297.55,198.64,,,,,,524.79,505.78,484.83,350.43,333.32,345.73,379.76,380.84,315.75,326.92,319.77,467.60,452.29,432.75,416.33,411.06,399.31,407.93,397.98,400.17,394.73,378.48,367.16,363.78,374.27,393.37,362.27,338.31,341.21,335.05,311.45,293.47,330.08,325.79,318.53,346.42,313.66,295.81,282.43,260.41,247.01,217.84,201.87,192.09,197.13,208.92,210.51,196.23,185.43,198.38,185.49,186.47,184.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,493.70,410.50,392.75,302.67,200.20,,,,,,510.38,486.66,464.37,323.18,312.54,314.75,338.00,347.59,294.11,295.25,292.62,452.70,430.88,405.81,405.14,389.66,388.47,389.02,378.69,382.15,365.78,350.52,336.64,337.23,341.08,344.94,326.12,308.94,302.74,305.38,280.46,264.59,253.54,263.55,268.83,306.93,281.00,278.30,257.32,252.81,228.57,207.16,188.11,176.99,169.17,178.04,174.86,167.63,168.65,170.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22 22:06:49.445000,L8,,,403.04,388.00,306.56,206.13,,,,,,528.79,510.13,481.54,389.17,345.53,319.06,371.94,368.73,311.04,317.27,318.75,461.30,452.95,433.03,422.91,405.43,393.87,392.25,396.06,389.23,392.06,369.68,360.27,358.57,361.71,377.94,346.57,330.90,323.80,335.50,305.02,278.57,264.00,271.70,292.80,320.82,310.41,288.65,278.44,258.75,246.93,227.43,207.51,183.04,197.60,192.54,204.73,190.74,199.26,186.50,180.46,170.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:07:00.453000,L8,,,,,,,,,,,,,,,,331.99,305.92,497.80,458.55,299.15,308.28,304.25,,,,,,,,386.31,386.50,,,,,,490.31,338.29,319.19,313.59,309.24,293.66,268.63,266.75,266.35,295.01,308.75,296.20,282.61,270.56,257.29,233.47,212.28,195.26,190.86,199.83,197.96,192.34,178.61,184.21,184.52,189.04,191.35,204.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,,,385.50,378.17,301.28,199.22,,,,,,533.99,515.79,492.39,420.21,396.73,344.82,394.44,401.81,363.69,364.74,310.84,467.35,448.99,422.94,396.66,402.79,384.08,384.34,404.91,390.36,423.16,364.41,341.54,368.60,386.60,357.42,389.56,337.02,370.01,355.37,365.75,329.12,331.18,328.31,340.58,385.45,348.10,288.82,280.97,305.71,244.55,231.69,243.73,211.03,243.80,229.54,208.08,208.41,237.24,205.52,246.79,235.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,,426.76,384.47,376.73,298.20,197.69,,,,,,539.24,525.38,494.91,341.91,350.12,342.00,400.37,389.88,323.36,333.21,328.54,477.02,454.57,436.67,428.31,407.64,407.94,414.19,414.13,404.73,414.02,437.87,419.33,376.19,379.79,404.24,377.82,333.85,324.77,341.92,343.82,307.60,352.41,340.41,323.31,352.72,311.69,339.16,286.42,276.24,256.81,230.78,219.12,215.85,198.48,258.63,250.60,217.26,215.94,200.85,200.06,207.51,197.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,,445.94,391.23,371.09,308.17,207.57,,,,,,529.44,503.94,485.42,334.07,319.09,308.35,350.08,364.95,299.31,287.05,304.17,460.36,448.58,425.48,424.20,406.78,400.61,390.59,400.73,379.54,388.15,356.99,349.04,340.45,353.87,358.42,333.73,317.66,314.82,310.51,298.07,265.62,254.74,270.22,288.15,310.91,303.43,282.12,276.33,254.34,235.94,214.03,190.01,180.40,173.34,169.92,177.73,176.55,183.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,,528.45,418.60,396.47,326.47,223.34,,,,,,513.49,496.11,474.38,324.42,305.05,301.80,326.80,341.24,270.82,276.56,281.25,465.30,445.56,415.55,391.75,385.71,382.77,376.22,375.45,370.97,359.46,344.54,337.92,329.28,334.37,334.68,322.50,297.69,299.58,294.88,280.03,250.25,239.41,242.83,256.31,301.95,273.84,264.60,254.55,235.53,213.25,199.30,177.60,166.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,,422.69,400.94,383.29,299.40,198.76,,,,,,540.88,521.09,490.03,358.95,338.16,315.48,351.62,360.90,311.89,317.61,316.96,469.55,456.84,431.60,423.35,407.77,404.79,393.33,412.59,446.75,391.93,360.26,360.22,353.32,356.42,372.95,321.32,333.57,334.22,319.63,308.19,276.97,271.18,275.62,265.93,322.93,312.53,297.55,285.11,279.49,244.36,237.55,208.93,200.89,199.81,195.69,201.36,189.33,187.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,,456.95,403.94,383.73,300.62,202.18,,,,,,522.26,502.29,474.53,329.63,315.86,314.39,356.13,365.01,284.12,306.47,307.43,453.78,454.92,434.20,417.84,413.20,392.34,389.06,405.00,391.74,391.83,369.75,353.70,347.37,358.03,377.05,361.03,321.75,306.79,344.00,277.65,269.26,256.36,266.43,303.86,315.94,300.72,293.75,276.21,258.16,243.79,201.41,200.40,178.75,168.76,170.52,178.89,176.37,192.89,190.93,173.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:07:01.867000,L8,400.54,358.74,461.16,401.73,462.05,457.41,460.45,458.04,458.51,462.93,443.53,422.10,416.32,404.87,302.89,290.03,285.92,312.33,320.06,251.75,255.79,245.92,405.38,385.81,370.47,360.71,357.89,357.98,355.81,354.57,352.94,339.44,327.13,316.84,314.65,316.93,312.09,296.23,279.78,280.60,267.86,254.23,232.87,224.38,232.03,239.35,279.43,233.12,225.22,220.10,207.42,192.48,174.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:46.856000,L8,528.50,469.29,405.09,385.24,308.04,208.18,,,,,,534.45,516.29,480.64,331.24,317.97,319.61,336.49,356.20,309.33,306.75,303.72,466.60,453.82,419.95,406.95,395.56,391.35,388.32,386.29,380.11,374.74,357.23,341.30,349.87,349.95,382.95,329.12,315.33,313.57,309.12,287.93,267.86,259.84,275.85,292.60,313.65,289.86,280.79,271.52,255.27,231.10,211.14,194.28,180.93,173.87,192.52,182.82,173.55,174.75,172.70,167.75,164.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,,451.23,398.40,384.52,306.51,209.27,,,,,,531.83,514.59,494.97,333.40,321.25,321.51,356.28,356.76,295.27,304.12,305.58,469.32,454.18,438.18,414.51,403.96,391.39,400.03,392.15,391.02,376.36,357.74,348.64,344.00,353.58,355.82,340.43,318.88,320.25,311.58,302.76,271.78,263.00,278.29,295.15,316.92,297.84,283.42,281.95,255.21,234.93,217.02,200.57,187.80,174.80,198.23,190.90,181.99,195.38,178.35,177.92,167.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:54.973000,L8,,437.63,400.20,381.78,296.61,192.14,,,,,,520.36,500.49,478.41,336.68,321.98,318.21,354.27,359.88,312.03,315.78,312.64,464.24,445.99,424.30,412.11,403.18,397.45,394.67,396.26,388.81,382.82,361.28,352.05,344.23,358.44,367.96,341.43,323.77,321.94,317.93,307.78,278.53,265.49,323.58,302.18,319.72,303.63,284.99,273.85,258.79,244.09,219.35,200.83,187.80,177.92,192.47,197.99,187.01,186.74,179.66,181.58,179.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
