dates,satname,nzd0029-0000,nzd0029-0001,nzd0029-0002,nzd0029-0003,nzd0029-0004,nzd0029-0005,nzd0029-0006,nzd0029-0007,nzd0029-0008,nzd0029-0009,nzd0029-0010,nzd0029-0011,nzd0029-0012,nzd0029-0013,nzd0029-0014,nzd0029-0015,nzd0029-0016,nzd0029-0017,nzd0029-0018,nzd0029-0019,nzd0029-0020,nzd0029-0021,nzd0029-0022,nzd0029-0023,nzd0029-0024,nzd0029-0025,nzd0029-0026,nzd0029-0027,nzd0029-0028,nzd0029-0029,nzd0029-0030,nzd0029-0031,nzd0029-0032,nzd0029-0033,nzd0029-0034,nzd0029-0035,nzd0029-0036,nzd0029-0037,nzd0029-0038,nzd0029-0039,nzd0029-0040,nzd0029-0041,nzd0029-0042,nzd0029-0043,nzd0029-0044,nzd0029-0045,nzd0029-0046,nzd0029-0047,nzd0029-0048,nzd0029-0049,nzd0029-0050,nzd0029-0051,nzd0029-0052,nzd0029-0053,nzd0029-0054,nzd0029-0055,nzd0029-0056,nzd0029-0057,nzd0029-0058,nzd0029-0059,nzd0029-0060,nzd0029-0061,nzd0029-0062,nzd0029-0063,nzd0029-0064,nzd0029-0065,nzd0029-0066,nzd0029-0067,nzd0029-0068,nzd0029-0069,nzd0029-0070,nzd0029-0071,nzd0029-0072,nzd0029-0073,nzd0029-0074,nzd0029-0075,nzd0029-0076,nzd0029-0077,nzd0029-0078,nzd0029-0079,nzd0029-0080,nzd0029-0081,nzd0029-0082,nzd0029-0083,nzd0029-0084,nzd0029-0085,nzd0029-0086,nzd0029-0087,nzd0029-0088,nzd0029-0089,nzd0029-0090,nzd0029-0091,nzd0029-0092,nzd0029-0093,nzd0029-0094,nzd0029-0095,nzd0029-0096,nzd0029-0097,nzd0029-0098,nzd0029-0099,nzd0029-0100,nzd0029-0101,nzd0029-0102,nzd0029-0103,nzd0029-0104,nzd0029-0105,nzd0029-0106,nzd0029-0107,nzd0029-0108,nzd0029-0109,nzd0029-0110,nzd0029-0111,nzd0029-0112,nzd0029-0113,nzd0029-0114,nzd0029-0115,nzd0029-0116,nzd0029-0117,nzd0029-0118,nzd0029-0119,nzd0029-0120,nzd0029-0121,nzd0029-0122,nzd0029-0123,nzd0029-0124,nzd0029-0125,nzd0029-0126,nzd0029-0127,nzd0029-0128,nzd0029-0129,nzd0029-0130,nzd0029-0131,nzd0029-0132,nzd0029-0133,nzd0029-0134,nzd0029-0135,nzd0029-0136,nzd0029-0137,nzd0029-0138,nzd0029-0139,nzd0029-0140,nzd0029-0141,nzd0029-0142,nzd0029-0143,nzd0029-0144,nzd0029-0145,nzd0029-0146,nzd0029-0147,nzd0029-0148,nzd0029-0149,nzd0029-0150,nzd0029-0151,nzd0029-0152,nzd0029-0153,nzd0029-0154,nzd0029-0155,nzd0029-0156,nzd0029-0157,nzd0029-0158,nzd0029-0159,nzd0029-0160,nzd0029-0161,nzd0029-0162,nzd0029-0163,nzd0029-0164,nzd0029-0165,nzd0029-0166,nzd0029-0167,nzd0029-0168,nzd0029-0169,nzd0029-0170,nzd0029-0171,nzd0029-0172,nzd0029-0173,nzd0029-0174,nzd0029-0175,nzd0029-0176,nzd0029-0177,nzd0029-0178
2005-04-19 22:04:43.597000,L5,498.24,509.05,463.87,429.46,391.66,402.23,326.36,386.83,356.41,349.10,370.92,390.47,385.94,395.15,401.59,372.06,400.53,402.92,409.47,392.13,401.98,382.84,368.98,374.85,370.79,368.46,356.26,374.58,373.18,379.36,388.76,390.81,387.41,375.78,377.32,381.78,393.49,393.65,379.93,396.48,365.40,382.37,366.46,368.08,377.43,381.90,388.96,384.45,389.57,380.53,376.31,372.36,370.89,370.88,384.74,390.67,383.78,393.04,385.73,367.21,375.80,375.47,365.26,355.75,361.20,333.48,336.67,360.16,369.67,373.34,354.37,372.55,366.44,328.76,346.39,334.45,341.05,348.33,337.14,362.51,352.89,360.69,359.22,362.14,365.90,357.68,343.80,335.95,316.75,303.18,298.75,293.98,292.04,289.33,292.50,289.16,307.62,306.31,298.51,288.46,269.72,303.69,305.82,235.34,,,304.39,319.75,308.69,282.06,289.56,312.88,327.43,315.72,317.45,327.30,316.41,276.78,281.45,300.64,269.37,283.31,289.10,282.22,268.05,247.81,293.55,304.97,265.13,269.65,271.72,295.31,320.82,318.06,320.43,305.74,306.71,294.99,285.77,293.54,283.52,270.17,277.81,309.86,288.14,310.32,320.44,326.43,321.20,327.97,346.10,346.47,338.52,329.13,348.05,346.84,347.10,353.48,325.91,342.08,325.60,319.47,314.91,320.76,287.80,297.94,307.70,348.88,393.53,408.96,416.39,430.72,414.55,378.66,378.68,370.99,402.83,415.79,426.22
2005-05-05 22:04:49.813000,L5,,,,,,,,320.09,349.69,330.11,334.24,331.32,,,199.10,228.23,395.86,393.85,420.66,395.05,419.91,370.56,373.62,373.48,386.54,390.74,370.03,392.14,383.54,375.46,390.60,388.48,390.85,402.24,394.41,379.82,385.07,413.89,384.35,394.99,377.58,425.29,439.34,426.73,379.50,342.19,362.75,350.86,430.90,434.55,387.73,393.00,442.94,455.24,428.16,417.45,426.77,446.94,460.09,458.97,444.50,442.23,446.22,431.37,429.17,416.87,424.00,431.86,440.18,440.70,438.63,445.74,442.38,422.77,415.64,414.84,423.55,413.09,411.17,429.51,430.12,445.86,461.85,441.89,445.92,433.50,438.27,407.47,386.09,382.85,390.01,373.92,374.33,368.09,366.74,365.23,366.16,371.02,367.34,350.68,337.83,372.21,377.77,390.01,380.49,383.94,367.85,370.65,362.44,344.96,361.25,385.60,401.70,410.63,393.20,393.99,339.12,309.80,333.41,337.11,346.51,376.55,383.26,369.15,341.17,351.62,342.73,346.63,341.76,341.90,337.51,331.80,341.78,342.23,340.35,330.21,344.06,335.47,335.41,336.31,323.70,328.96,337.78,340.79,346.33,344.33,353.47,351.28,352.89,350.86,366.30,371.73,361.23,351.45,365.23,368.96,373.16,378.96,371.31,378.85,388.75,400.91,400.85,411.46,414.81,437.55,461.66,460.26,481.24,479.10,490.37,502.13,475.82,480.44,483.05,489.95,495.57,491.75,471.62
2005-06-06 22:05:05.724000,L5,500.57,512.09,473.21,432.66,414.56,406.81,392.59,389.97,407.01,400.54,420.11,410.83,419.01,413.90,424.53,412.70,406.64,420.61,421.37,409.39,411.53,424.60,382.30,378.34,395.16,391.69,365.39,411.02,403.43,402.67,401.01,405.13,405.45,394.99,401.73,396.25,406.03,404.40,391.45,401.16,382.56,412.47,405.30,418.43,420.97,414.23,421.48,399.03,417.65,409.96,406.57,402.39,414.23,423.35,392.61,397.78,385.98,404.89,399.16,386.54,384.54,390.11,373.20,368.92,363.77,348.02,347.65,364.03,386.01,356.52,374.86,381.29,366.85,359.77,355.79,343.30,355.22,372.31,356.00,363.12,361.59,367.72,368.12,375.97,380.27,357.09,374.55,341.41,313.20,317.61,320.89,301.26,298.01,298.77,301.10,289.66,306.96,295.64,311.66,303.97,300.82,314.93,315.50,310.32,336.47,300.52,313.72,316.03,315.66,285.69,295.65,326.39,335.81,348.61,329.77,336.22,306.27,278.74,290.28,299.66,284.16,289.18,297.86,294.10,298.50,228.96,284.81,304.53,274.41,280.88,292.90,307.54,319.21,318.89,320.60,310.81,303.96,302.18,294.66,296.93,288.33,285.47,297.23,309.71,298.71,313.80,322.52,330.04,324.97,330.54,341.54,343.07,337.35,325.80,341.52,345.05,354.13,353.92,328.62,350.18,345.84,352.71,340.52,331.85,329.43,315.66,351.36,364.37,410.41,428.23,419.84,436.69,414.64,396.81,377.29,391.93,411.84,422.73,425.46
2005-08-25 22:05:41.221000,L5,,,,216.96,226.44,232.02,216.53,290.64,350.21,409.66,430.14,277.42,,328.36,471.66,454.77,457.02,460.62,473.77,449.45,454.39,457.92,436.84,419.21,428.84,416.81,393.43,400.18,390.31,411.10,427.32,432.66,432.75,429.15,423.49,412.17,435.32,437.54,427.68,376.34,311.72,225.41,417.31,436.43,440.91,438.92,438.73,426.97,441.47,437.83,432.90,427.91,438.06,448.34,449.29,457.70,453.12,438.85,439.40,437.55,421.13,419.13,417.24,336.69,227.02,261.49,367.63,419.71,424.34,414.04,416.99,409.65,408.38,396.94,390.61,387.08,395.03,398.78,406.71,414.65,416.79,422.29,427.26,431.63,430.53,419.72,400.91,382.80,360.07,356.10,363.06,352.88,345.69,349.42,355.57,351.51,345.72,356.46,349.41,338.74,348.04,360.80,365.02,379.12,382.40,355.19,348.02,351.38,346.76,320.91,345.82,367.11,387.27,393.08,385.87,366.87,319.56,292.77,309.91,312.41,313.61,352.42,368.56,350.53,338.03,336.45,330.18,326.89,323.64,324.40,321.90,322.35,333.13,335.23,327.92,321.82,325.03,322.20,316.08,317.43,313.10,315.13,320.73,330.27,322.18,336.54,339.27,330.85,330.24,344.09,353.41,366.54,353.86,343.62,356.84,362.39,368.26,368.97,360.76,371.35,370.84,380.15,384.78,374.40,383.11,412.38,429.99,430.32,445.40,459.27,466.96,476.60,466.48,468.07,470.95,474.89,486.40,480.70,492.25
2005-09-26 22:05:42.687000,L5,530.93,538.73,512.66,484.77,481.13,473.44,471.15,479.92,472.52,473.23,515.14,,,,,,,,,,,,,,,,534.48,466.56,497.58,496.83,498.84,444.31,447.48,438.31,437.64,445.04,448.87,448.13,449.02,447.48,440.61,452.72,445.51,456.30,460.17,471.24,467.37,464.39,463.03,455.71,444.94,444.14,452.04,457.87,476.15,467.27,468.84,460.63,455.13,458.71,445.38,453.64,450.58,434.49,428.90,409.64,419.57,433.34,439.69,441.76,443.28,434.35,433.49,419.86,414.30,405.62,410.49,411.98,419.96,434.84,436.30,440.63,442.45,443.42,443.26,435.60,419.81,402.46,380.22,373.63,376.54,376.55,358.14,365.58,371.02,375.98,372.49,375.65,377.15,363.28,366.88,383.87,391.22,399.65,403.80,380.79,368.40,369.28,357.22,335.30,359.72,379.76,396.72,401.52,401.96,391.00,339.49,309.28,312.96,315.03,321.10,343.47,376.39,362.22,351.28,355.70,344.13,347.00,340.73,344.68,343.39,345.76,354.18,349.86,344.64,341.34,343.46,344.71,336.17,342.75,330.23,339.12,337.44,346.97,337.07,348.41,351.03,360.05,362.62,371.68,373.51,384.43,373.87,359.41,374.38,391.95,389.94,387.67,381.13,393.26,399.64,403.87,399.68,411.26,419.66,439.60,456.61,465.69,476.35,480.99,490.60,509.04,499.81,491.50,493.74,499.75,499.77,506.62,509.30
2005-11-13 22:05:57.059000,L5,523.65,537.56,508.63,486.22,484.81,453.67,447.63,449.74,452.41,441.69,451.48,463.78,464.50,476.87,485.37,476.73,475.59,473.41,473.41,464.13,467.03,469.48,460.44,447.86,436.15,431.53,430.62,450.70,448.06,452.07,450.26,445.07,446.19,438.92,442.25,442.49,446.35,445.28,440.09,441.08,432.90,440.81,436.71,447.57,450.65,457.27,457.52,460.02,446.71,446.31,435.17,428.71,446.84,466.55,464.93,469.63,466.20,456.76,453.36,448.51,431.83,435.52,432.96,423.90,423.15,404.59,415.76,427.10,437.26,429.28,432.39,429.06,430.48,418.96,409.98,409.84,411.40,415.35,423.75,432.11,439.83,443.59,447.91,447.71,448.63,439.33,423.14,402.06,383.07,373.62,383.53,378.76,362.87,369.98,367.51,374.27,353.64,272.76,,,,,,,,,,,,333.64,327.66,378.87,396.62,405.98,406.76,390.29,331.02,307.66,326.30,316.29,333.87,373.61,385.57,365.45,344.18,337.75,304.36,320.75,270.85,242.07,302.94,328.26,331.89,324.80,314.28,199.06,198.14,197.94,220.93,286.50,311.79,322.36,333.07,340.60,340.87,344.45,348.03,351.74,351.86,355.58,364.55,374.70,367.10,355.63,368.99,371.27,378.84,378.30,373.50,381.96,388.28,394.46,399.86,406.64,413.87,430.00,419.66,460.71,475.43,473.81,315.40,250.04,360.07,397.89,236.09,326.86,345.33,383.74,458.53
2006-02-17 22:08:11.136000,L5,503.21,514.61,465.29,426.82,411.29,392.74,378.35,384.93,376.31,379.22,382.33,402.64,397.04,403.54,416.12,390.66,406.89,408.59,406.30,395.05,408.39,415.33,382.79,379.52,387.79,381.75,360.24,386.15,386.54,390.13,395.00,396.72,397.82,384.64,384.07,388.73,401.85,399.24,390.87,398.00,377.86,395.72,386.49,394.62,428.17,394.01,407.58,393.43,407.46,395.12,389.44,384.47,407.57,389.30,390.19,397.53,396.20,395.68,385.28,386.29,378.35,380.77,376.82,369.58,371.31,349.18,349.78,369.81,376.05,376.47,370.65,376.05,371.41,362.42,353.00,341.46,347.44,348.30,342.94,367.38,372.74,369.00,381.94,386.17,386.95,374.03,362.10,339.23,317.17,315.43,310.33,301.27,304.43,293.09,293.47,296.90,311.47,304.50,311.18,302.00,302.35,314.20,339.56,313.00,345.75,299.02,314.49,314.87,313.81,288.50,296.89,333.22,341.23,325.53,320.04,330.25,306.80,279.06,290.35,304.71,283.99,286.58,299.30,291.98,295.48,257.06,293.07,305.53,266.91,277.04,279.44,307.96,321.92,316.97,321.19,309.35,303.41,298.98,286.73,295.18,283.49,276.69,288.97,313.61,297.26,310.86,331.60,335.10,326.99,335.18,343.54,355.99,348.42,331.80,350.13,354.25,352.98,356.79,345.59,355.37,335.31,339.13,324.17,325.60,289.17,305.68,322.81,347.66,392.41,414.29,424.35,433.98,421.53,384.23,384.88,384.07,411.69,421.41,437.44
2006-04-06 22:09:08.139000,L5,500.53,513.06,468.57,427.56,393.11,385.01,333.19,374.59,388.04,378.60,392.50,396.38,406.17,406.83,422.12,409.88,411.22,409.20,413.02,405.84,405.26,417.24,385.20,381.57,386.31,377.32,348.76,387.38,389.73,389.25,388.72,363.48,351.69,343.59,325.55,346.88,206.07,,,189.84,314.41,367.42,364.13,369.25,365.50,379.72,406.40,382.42,380.15,380.53,382.26,380.10,398.49,389.10,389.94,389.00,382.71,389.50,395.94,372.72,372.07,379.14,337.34,330.23,302.41,279.65,287.68,308.27,334.17,322.53,318.10,234.16,338.24,306.07,345.73,334.49,298.72,280.32,262.90,,,,,,,,,271.39,299.09,307.26,312.22,290.60,281.01,269.76,249.51,265.44,284.99,296.54,297.36,292.67,280.17,305.51,317.97,277.80,330.49,277.53,305.78,307.98,304.02,282.46,292.99,316.59,331.29,316.21,308.31,317.99,294.06,274.32,283.10,301.75,267.97,278.07,290.05,280.83,277.59,252.34,267.58,235.11,228.26,266.20,269.79,298.18,316.18,314.53,317.14,302.92,297.97,289.20,279.56,287.35,272.89,262.24,276.62,303.08,284.99,302.91,319.15,325.31,318.00,325.00,335.50,344.12,338.10,327.37,340.70,345.88,347.05,349.57,327.18,331.99,317.28,323.27,315.90,307.17,280.25,296.79,312.66,331.74,382.36,396.57,413.07,416.67,411.35,380.63,373.48,386.07,399.80,417.07,421.78
2006-05-08 22:09:38.251000,L5,496.36,504.97,460.27,420.74,360.61,341.24,314.85,352.94,377.73,378.18,339.10,334.32,272.88,280.26,360.50,325.56,404.40,409.69,426.63,415.19,415.06,433.74,400.43,382.99,389.12,,358.88,399.73,399.78,386.89,362.06,369.73,307.93,,,,343.37,275.18,334.38,241.18,212.39,,,328.74,404.55,363.60,373.88,378.50,387.33,395.97,348.71,389.98,407.55,380.17,381.27,381.20,381.38,387.95,380.74,365.98,371.43,372.82,378.94,365.35,368.46,341.49,338.94,366.51,366.64,369.85,368.35,370.20,373.17,370.05,351.97,347.60,337.45,343.11,329.10,364.54,362.57,360.59,376.76,381.72,377.16,355.17,345.18,326.77,303.83,319.81,317.45,301.72,300.02,290.11,277.74,276.89,286.55,286.40,292.41,,177.16,303.58,330.91,273.86,328.22,277.94,307.20,314.88,302.80,282.48,293.61,330.79,343.32,325.02,319.89,328.61,303.80,275.76,282.44,297.82,263.27,278.31,294.20,291.03,284.93,254.34,283.47,243.44,263.71,270.80,273.50,298.59,317.56,315.19,314.26,305.13,302.02,294.93,285.94,292.27,283.25,276.84,279.84,309.23,291.37,311.06,318.49,324.56,322.99,330.03,343.31,344.35,338.31,327.24,347.90,347.90,351.20,352.97,336.01,349.12,336.56,347.05,351.06,342.29,323.34,309.34,336.81,341.98,407.64,423.20,426.11,436.64,422.67,393.92,391.08,402.65,420.18,425.99,449.00
2006-06-25 22:10:20.606000,L5,439.54,463.39,471.96,435.49,390.18,349.29,369.94,367.74,401.43,407.77,414.76,420.49,416.08,431.21,448.00,427.19,432.60,425.20,428.58,413.00,426.52,440.97,394.83,410.02,411.12,402.74,375.15,416.20,411.32,415.16,416.81,406.16,409.92,404.51,400.12,402.89,419.91,412.49,394.19,410.42,395.89,422.37,408.48,424.91,431.96,436.76,432.34,400.96,412.70,432.30,420.11,404.07,426.43,429.15,427.13,401.14,405.33,406.57,404.77,390.07,383.90,402.47,389.12,375.62,382.58,355.64,363.94,380.34,406.04,375.68,398.58,384.72,383.16,374.64,360.41,355.08,366.63,374.25,367.90,380.19,380.59,381.16,396.86,398.82,388.66,359.73,373.12,344.92,337.67,339.08,346.58,307.97,300.06,292.57,295.81,300.86,305.41,297.87,313.41,306.83,304.67,319.69,339.38,335.65,356.60,316.67,314.49,316.91,314.33,290.69,303.17,330.25,338.31,322.10,330.34,321.86,308.85,283.43,288.78,299.89,272.02,282.48,301.54,303.54,309.72,293.52,295.01,269.05,277.50,297.19,295.88,306.03,320.59,319.46,319.79,309.44,303.61,300.51,289.42,297.13,282.15,281.78,296.09,307.10,299.04,312.87,322.95,328.85,324.41,332.09,336.91,347.18,343.02,329.54,346.75,351.39,353.57,352.97,337.75,350.31,330.24,346.88,336.24,327.75,311.44,310.30,329.07,361.80,410.58,404.16,418.92,426.67,414.39,373.67,375.91,391.02,405.33,420.30,424.29
2006-09-13 22:11:23.474000,L5,505.19,521.43,487.52,444.90,457.58,455.42,445.05,456.22,441.27,460.36,452.66,467.75,463.27,474.49,486.16,471.98,484.89,482.25,493.89,504.73,496.40,493.82,490.59,479.35,536.87,436.60,507.70,454.64,452.57,455.68,453.24,447.47,447.58,442.64,448.27,453.80,461.14,467.21,459.51,457.04,445.72,449.30,448.32,446.09,369.73,380.47,365.30,372.62,358.97,352.73,364.11,381.10,483.27,531.07,419.62,546.21,477.93,468.35,470.26,468.37,454.86,456.33,444.59,443.13,438.54,423.96,426.36,443.31,451.91,437.73,448.69,446.67,475.34,464.67,415.57,417.94,423.06,424.96,429.13,442.21,443.47,452.00,453.73,455.05,456.54,444.89,428.15,410.12,380.93,381.46,394.78,387.98,359.30,376.90,246.67,196.89,,,,,,356.60,303.32,330.97,379.83,329.28,345.51,340.46,339.14,327.78,348.04,364.69,400.04,411.97,415.18,406.22,,,,,,,,297.99,321.58,269.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.65,469.46,477.53,486.28,492.79,511.07,496.91,490.00,491.00,494.26,504.54,515.29,518.45
2006-12-02 22:12:34.352000,L5,479.65,492.02,494.34,473.67,441.28,443.76,417.41,427.83,410.23,411.26,415.57,434.89,426.64,445.10,455.41,446.69,450.60,446.98,455.53,461.28,465.29,452.33,442.23,433.27,411.40,402.23,417.36,421.39,413.91,421.42,427.98,426.60,420.42,422.76,428.61,431.27,435.25,443.28,425.09,437.54,426.93,423.15,447.49,435.21,440.48,439.52,439.56,436.65,442.68,445.21,433.05,436.06,444.61,449.56,437.98,474.99,451.38,442.66,445.65,436.97,426.26,432.39,426.68,420.67,417.16,399.24,409.14,423.02,432.79,444.67,429.24,419.93,418.67,405.62,392.59,403.86,409.52,398.04,419.62,432.82,430.85,435.90,435.84,432.72,434.39,429.86,407.35,405.20,399.46,393.44,405.38,384.38,386.62,371.02,384.25,375.46,376.61,378.30,372.90,364.20,368.15,384.05,392.01,401.14,404.45,382.31,384.89,376.67,372.95,358.61,373.92,391.45,408.95,410.01,405.84,395.20,329.78,315.01,344.16,325.00,361.62,395.79,392.11,373.79,371.74,369.26,360.05,360.04,348.02,348.50,340.77,344.67,349.64,347.92,334.34,342.68,337.12,329.73,329.12,331.44,333.34,334.43,341.45,345.90,348.39,355.99,362.88,357.21,358.04,366.07,380.28,379.73,365.16,370.36,385.23,379.43,387.15,393.51,387.65,391.52,401.52,409.00,406.25,414.96,424.09,444.40,450.09,462.73,467.66,466.00,482.33,487.65,470.82,485.15,476.67,479.05,478.02,488.86,486.11
2006-12-11 22:06:28.205000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.85,261.66,284.13,250.44,266.10,269.52,249.63,254.39,279.47,330.01,327.61,317.84,320.67,306.81,305.48,280.50,300.08,309.83,293.10,291.87,294.17,321.05,323.64,314.20,317.90,334.93,318.55,334.38,337.39,364.13,387.94,392.82,402.01,388.12,391.46,397.39,382.29,395.55,394.10,397.28,404.23,431.91,417.97,440.11,465.47,473.65,475.55,481.62,498.08,504.44,503.33,493.89,523.45,538.07,528.86,530.81,546.92,,534.64,543.04,533.65,542.31,546.20,,209.78,332.92,459.91,352.27,,,284.99,346.56,327.42,,,
2007-01-03 22:12:49.248000,L5,445.62,444.03,405.89,384.95,384.67,367.02,358.79,373.15,371.40,381.74,376.96,389.55,386.46,389.86,397.20,388.05,392.46,389.09,399.22,411.96,347.42,197.47,,,,369.89,390.52,391.55,381.39,394.84,379.01,396.07,382.83,385.28,387.84,390.93,401.28,397.32,399.32,399.91,390.08,394.51,404.96,407.39,413.14,405.98,403.73,401.89,406.29,388.74,405.14,402.74,424.10,421.17,404.61,429.47,399.24,390.41,404.32,400.32,389.12,397.92,389.41,383.82,385.68,375.14,382.16,404.47,397.27,411.96,376.81,393.19,378.41,,,,,,356.77,363.67,364.10,415.86,410.57,418.18,416.22,408.57,374.34,371.70,367.69,378.75,371.42,369.82,289.88,287.56,297.60,357.60,352.37,349.21,352.70,342.62,344.04,360.11,370.26,371.59,371.14,337.74,358.59,362.82,357.98,352.04,358.43,354.36,395.58,383.39,,196.54,301.78,302.78,,,,,293.03,325.84,188.79,314.17,239.21,266.01,241.42,234.40,288.54,325.40,317.83,328.57,302.71,315.62,302.02,294.86,310.35,306.34,288.33,287.17,307.58,314.73,291.08,334.36,342.71,346.46,364.22,362.49,365.62,,367.32,375.08,375.63,372.50,389.88,386.33,380.16,380.96,386.77,387.83,391.18,396.01,404.29,412.40,423.42,424.15,438.87,427.49,444.05,451.87,451.41,456.91,443.99,457.43,442.12,445.96,439.70
2007-01-19 22:12:30.924000,L5,517.98,533.63,465.62,438.51,367.79,344.92,243.51,,186.86,373.56,365.70,399.92,432.33,464.50,477.21,473.37,475.81,467.50,460.22,441.00,460.21,467.96,468.43,446.58,439.54,425.33,383.86,378.17,382.43,381.43,400.35,432.43,441.97,438.64,437.48,437.15,438.94,450.11,433.65,432.44,418.13,439.62,437.25,446.88,450.46,456.66,459.96,451.48,450.61,456.65,447.54,444.34,457.41,460.62,466.42,465.64,465.85,430.16,451.79,444.74,424.93,406.43,402.13,397.14,403.12,380.77,348.37,393.38,432.72,428.91,431.66,429.79,426.62,411.09,359.73,329.96,344.03,349.58,342.17,382.20,393.04,369.39,414.02,434.13,431.78,422.52,420.08,395.72,376.53,362.79,379.38,364.42,358.05,339.40,371.13,360.42,354.21,,268.39,297.57,294.15,181.79,,369.82,391.38,344.92,331.51,348.25,345.58,325.39,341.65,326.51,326.35,327.02,344.48,332.99,305.91,286.60,,,177.71,206.71,219.64,225.59,339.04,321.32,314.47,336.68,324.78,328.23,320.96,327.15,334.65,333.18,334.67,325.05,324.79,324.72,311.74,323.44,311.36,317.50,321.42,332.14,327.49,332.53,342.83,348.63,344.75,356.36,359.63,365.87,353.73,351.95,362.48,297.12,328.73,,,,299.23,371.80,369.88,354.33,251.12,,,,,,,437.26,425.80,389.80,388.40,400.28,421.15,421.23,429.62
2007-10-02 22:10:31.289000,L5,530.32,546.04,528.00,506.78,490.59,477.11,474.05,474.92,458.47,461.59,463.11,485.45,481.93,491.21,504.58,492.38,492.76,492.84,490.53,493.41,491.18,489.01,484.14,467.31,456.78,454.70,459.29,466.58,466.51,470.47,470.49,463.40,463.04,459.72,461.59,462.92,465.38,467.22,460.94,461.47,451.15,454.71,451.06,461.83,468.73,472.10,476.82,473.67,477.48,474.59,464.82,463.01,475.51,480.49,480.33,486.19,483.20,476.35,470.15,463.71,448.19,452.57,444.73,437.48,436.31,422.78,429.46,448.26,450.78,448.36,446.01,450.29,447.00,432.46,421.74,425.23,428.85,430.49,439.75,452.65,449.15,463.68,460.70,465.75,465.17,454.20,439.45,414.48,397.14,388.03,395.39,391.14,380.28,381.27,389.15,395.08,389.10,391.70,395.58,380.09,379.03,396.11,403.48,413.50,415.34,402.27,387.27,392.89,379.28,357.03,374.23,393.92,417.08,422.91,413.37,407.25,342.44,327.96,333.22,335.29,347.25,388.39,393.85,376.47,365.97,367.54,362.26,364.21,354.52,355.74,353.92,345.38,347.30,349.24,340.05,336.82,337.92,336.29,331.71,336.41,331.82,335.73,339.23,345.14,348.02,350.79,356.40,359.15,361.66,361.23,372.15,378.68,372.92,363.58,378.18,379.24,384.58,390.78,381.16,391.02,398.66,401.71,404.38,409.87,423.44,444.43,463.39,471.52,485.85,487.88,500.09,508.94,502.47,500.10,501.82,512.38,522.81,523.29,525.36
2008-11-21 22:01:05.982000,L5,515.61,534.71,509.61,496.26,483.88,458.71,463.30,454.81,449.81,451.65,461.46,458.21,459.99,470.34,490.79,479.53,480.17,481.41,483.56,486.45,478.13,481.14,472.30,461.14,449.66,440.63,441.26,449.11,448.56,457.54,456.10,446.00,446.87,446.82,448.85,452.71,462.49,460.93,453.25,451.13,441.48,444.80,441.18,456.05,459.62,462.32,460.89,452.13,463.28,455.04,444.48,445.35,452.87,461.59,462.60,468.44,469.18,458.45,459.59,454.23,438.33,440.12,433.84,424.63,416.44,401.21,408.73,425.66,437.70,431.56,432.49,432.97,424.96,411.86,400.94,408.47,408.44,403.03,419.11,428.47,426.84,438.58,438.98,445.70,443.92,438.33,416.47,395.37,373.68,370.13,374.72,372.34,353.21,354.07,364.39,363.04,361.96,367.47,370.09,353.16,354.68,368.42,374.88,388.15,385.28,373.84,356.22,359.74,353.00,327.63,348.52,368.53,390.54,390.00,383.78,370.27,330.64,295.21,303.27,298.70,294.56,363.92,363.36,354.64,341.82,343.87,334.98,336.53,338.45,337.56,333.73,332.30,336.66,336.12,330.52,325.84,322.23,322.63,319.29,323.93,315.97,314.27,320.65,330.77,327.84,331.52,340.38,348.84,348.47,352.98,361.54,361.65,353.07,346.46,361.14,356.11,363.37,365.16,353.84,364.22,370.97,375.58,373.78,379.79,386.02,414.06,425.48,448.71,473.00,481.05,480.35,505.34,488.32,491.28,495.42,494.97,502.46,503.07,512.47
